utmx,utmy,X,Y,Rate_per_100000,PopulationDensity,PopulationFemale,Beer,NoHealthInsurance,DrinkingPlaces,Cases,Neighbor_Disadvantage
2619282.453,5517614.879,-95.365527,46.352298,36.4,1617.35189,833.59,87.034137,75.76,80.216747,18,-7.193816
2484767.391,5686407.609,-96.196745,48.109178,76.6,2306.676419,249.99,36.922242,12.54,14.944569,9,-1.855541
2842115.078,5569822.281,-92.603084,46.060633,94.1,565.767291,374.5,21.764172,45.23,57.677215,24,-1.181933
2640705.206,5231190.919,-96.30375,43.996228,67.4,1136.142709,207.06,7.149688,30.31,18.25694,5,-1.48654
2466106.773,5626017.095,-96.688054,47.678925,89.2,3101.820008,490.69,42.322781,35.46,61.564305,23,-2.515197
2659232.981,5438870.677,-95.248718,45.604691,73.6,345.679351,196.94,13.81262,14.86,29.235009,7,-2.478854
2853302.526,5432121.467,-93.110859,44.952925,298.8,756697.006,6916.72,544.895985,715.63,876.013316,1360,14.3907
2728750.471,5314508.991,-94.991086,44.408363,40.1,876.278432,296.86,29.956652,40.9,13.316521,5,-2.421663
2709851.681,5351901.798,-95.04611,44.761626,82.4,140.161883,294.73,24.786121,31.13,15.632374,10,-2.036032
2871437.54,5373351.625,-93.172197,44.437015,109.3,19174.46939,642.17,39.021796,67.64,94.259943,62,-4.691765
2513499.887,5774628.268,-95.443883,48.726788,0,81.904935,151.11,9.361767,10.29,14.649711,0,-1.419952
2850943.309,5661382.046,-92.064283,46.739905,79.4,126119.4808,3190.47,310.566204,255.92,449.726134,137,-10.266943
2841175.323,5401805.916,-93.3784,44.754281,102.7,33408.2899,1059.34,80.553868,81.26,189.56069,124,-10.246259
2799473.755,5455585.727,-93.601027,45.306346,81.8,5094.04868,533.43,66.646157,30.57,96.207666,65,-6.628693
2760606.287,5346672.667,-94.504047,44.56822,56.1,108.03895,196.35,25.91674,19.2,23.255785,7,-1.994751
2745742.771,5460969.969,-94.176972,45.516287,71.6,43043.11448,1433.39,150.132231,112.07,212.341736,96,-5.741568
2882782.462,5335977.57,-93.211432,44.109672,33,9110.12274,403.52,39.044341,25.66,82.456204,10,-2.803603
2662767.963,5398973.157,-95.377625,45.27621,0,563.184862,197.58,31.834195,17.27,35.690565,0,-1.097679
2963220.109,5376004.343,-92.167582,44.1661,43.9,1993.20113,298.37,30.411536,30.33,59.383169,8,-2.912641
2636745.051,5532663.396,-95.098587,46.419092,53.8,161.87959,152.42,10.246392,20.7,11.686595,6,0.306707
2861290.269,5324633.972,-93.493533,44.087561,57.9,2177.50799,257.54,31.972326,16.95,26.416042,9,-1.774426
2864992.201,5437294.664,-92.959349,44.956115,96.3,89300.0582,2442.4,216.898817,142.06,414.906355,210,-30.407709
3024425.171,5370011.017,-91.540831,43.921728,58.7,12773.16898,506.92,29.510232,61.35,122.661938,26,-3.306956
2784481.397,5431377.533,-93.874679,45.163131,71.7,7985.01559,842.97,89.929528,57.76,147.034821,80,-9.206627
3582803.564,3959041.275,-91.2594,31.478343,459.7,7424.05184,457.3,35.31066,126.73,44.008546,121,6.828283
3704037.065,4442643.339,-88.621295,34.806456,141.2,1393.95023,353.82,23.732845,95.78,14.840944,44,1.217648
3623316.586,3943556.502,-90.942763,31.259192,275.8,53.91536,155.01,4.897679,39.78,4.672879,29,1.537832
3674688.589,4212667.337,-89.661131,33.167535,281.4,1411.64787,314.26,5.296402,63.52,10.499235,42,4.619198
3654521.182,4406108.491,-89.196563,34.676497,341.1,40.79028,101.2,1.963633,32.43,2.54271,24,1.424447
3547388.358,4241491.429,-90.718925,33.729042,493,4234.82858,426.16,21.621845,121.37,11.101433,124,7.804902
3680113.571,4306253.091,-89.305054,33.855925,165.8,937.54227,264.63,4.02006,62.57,5.192644,20,1.475593
3629185.507,4251157.695,-89.945513,33.581565,345.9,33.20865,99.29,7.384986,15.77,3.422165,30,-0.010309
3707860.967,4323510.55,-88.998031,33.907352,278.9,238.98385,207.03,2.693175,48.09,6.03753,39,1.366515
3702662.97,4258304.279,-89.262036,33.433837,158.2,367.92014,149.81,2.383225,25.33,8.227836,11,1.471987
3599306.52,4036372.623,-90.884197,32.028658,407.3,35.002002,106.73,8.606784,30.06,1.977078,31,1.806656
3803870.001,4121228.775,-88.80933,32.132647,427.8,201.43839,214.79,6.53103,33.96,9.610559,56,1.180753
3754754.745,4301286.381,-88.654323,33.609521,319.4,3162.08254,265.12,7.775386,59.98,33.244701,52,3.16891
3550013.098,4293146.122,-90.527859,34.115194,955.4,6608.0019,376.36,5.899236,88.8,16.488627,169,7.91137
3669656.679,4028640.584,-90.279677,31.789843,471.3,756.68328,256.76,7.902995,64.09,8.603897,111,0.940022
3748150.719,4035719.709,-89.564501,31.639997,333.9,642.2808,205.82,2.715809,57.24,7.141279,51,2.408713
3562198.909,4413111.632,-90.014968,34.991083,273.9,49630.82882,1716.74,97.097776,312.41,162.759212,419,-3.508305
3783138.115,4008192.919,-89.341412,31.34196,643,25159.37084,875.18,36.437568,240.65,58.172676,400,8.554045
3605140.885,3966211.222,-91.038958,31.477689,215.8,26.78191,104.67,2.934705,19.14,3.576062,14,0.260787
3868717.531,3966379.587,-88.724415,30.806441,167.7,719.19731,247.73,2.672626,90.86,9.71981,33,1.007854
3856670.082,4028456.565,-88.639266,31.300355,655.3,37.67068,86.6,1.296398,31.84,2.277755,77,0.589916
3621101.339,4273059.663,-89.947065,33.769102,447.8,1488.09669,211.51,24.46291,40.75,12.200717,77,1.221676
3825056.067,3884801.966,-89.343521,30.308362,192.2,4117.24483,362.85,17.905201,91.09,36.516571,79,1.249958
3848906.77,3902756.768,-89.084905,30.382411,386.6,63688.96887,2192.29,91.561344,672.92,365.23825,665,14.484657
3618198.565,4085211.689,-90.567355,32.352446,1228.4,123784.425,3336.15,110.50052,857.07,174.244424,2363,51.343717
3635157.23,4202667.053,-90.048086,33.198831,479.2,125.79912,261.83,5.907477,82.43,6.138401,67,8.26774
3594443.221,4189818.491,-90.456141,33.210274,364.8,919.932992,158.65,2.845579,45.6,7.182202,24,4.545179
3752851.654,4405231.476,-88.314425,34.386917,242.9,622.20246,249.91,8.727572,52.8,11.382341,48,-0.170973
3899667.215,3921788.602,-88.591723,30.394195,232.8,29139.11631,1324.3,63.201538,359.16,173.854272,280,5.595036
3790642.377,4088549.993,-89.028195,31.924126,415.5,169.5767,205.8,2.807351,50.28,6.318718,57,1.210887
3593548.518,3992575.998,-91.065491,31.708418,306.7,10.97843,53.11,1.233453,16.73,3.195872,18,1.033899
3741928.223,4015355.883,-89.681078,31.502857,327.1,86.20389,156.76,3.641294,43.23,3.084056,31,2.292633
3802853.048,4059865.394,-89.010618,31.677208,298.6,5056.08049,662.24,13.295295,145.61,39.758941,167,3.184239
3805986.175,4205546.628,-88.519126,32.754531,199,25.86434,97.88,2.448012,23.28,3.468816,17,1.183253
3634694.443,4356931.821,-89.544587,34.363608,227.8,8582.70602,524.47,18.616909,89.59,61.244526,107,1.455429
3779960.953,4005098.994,-89.378573,31.327,95.5,3059.82482,412.19,15.380362,108.06,36.366488,50,0.974498
3803054.491,4154845.848,-88.709217,32.385393,419.5,18176.27169,910.98,44.879432,204.83,47.209333,261,6.218631
3702576.794,4014754.778,-90.029804,31.599966,403.9,91.87862,153.25,3.774197,36.68,3.370013,42,0.990175
3691078.15,4172900.987,-89.642187,32.823795,311.6,290.18484,197.75,1.675094,66.5,8.179934,59,2.40918
3715800.474,4376056.908,-88.747584,34.276867,276,11192.65946,949.02,56.419198,212.12,77.141484,194,3.346202
3594160.104,4217256.102,-90.371457,33.419432,595.1,6499.483906,420.9,14.669569,111.3,11.651861,134,7.530645
3660578.637,4000213.199,-90.445342,31.597225,210.8,1790.09279,315.84,24.337619,89.57,13.547029,60,1.188187
3783900.557,4299571.477,-88.401414,33.514464,319.4,6618.26016,686.95,33.986449,159.88,44.754439,155,5.019361
3673673.655,4142524.409,-89.893596,32.641291,310,22200.16982,1045.58,55.502038,148.19,88.018644,272,-3.69188
3751791.01,3971245.314,-89.7269,31.145006,341.3,1147.54616,312.48,5.202046,89.1,8.414061,70,1.841306
3631174.757,4394299.997,-89.44916,34.654376,279.5,1071.36799,304.43,9.309569,80.76,6.784374,84,3.395756
3752440.028,4323227.761,-88.600724,33.779298,171.7,2144.18157,470.78,18.735882,91.64,26.81244,51,1.936787
3652424.919,4248128.302,-89.745951,33.495329,366.7,203.37414,157.95,12.497011,26.75,6.592369,30,1.735004
3745332.809,4187575.621,-89.112884,32.78703,247.2,1752.5401,366.62,4.81244,83.62,38.980299,58,4.68199
3768404.065,4130307.411,-89.092169,32.296028,237.7,537.24195,264.2,3.898242,51.92,12.768049,41,0.317102
3785425.667,4246930.405,-88.564067,33.119215,398.1,936.87133,159.98,1.194293,42.74,4.498406,34,3.219408
3744300.545,4277025.919,-88.82863,33.458127,155.5,6434.44283,405.53,11.19144,74.33,53.633919,67,2.294124
3595783.297,4353243.6,-89.910792,34.444658,274.7,1094.73855,306.1,9.732467,78.52,13.224988,77,2.448684
3771188.103,3940195.665,-89.649289,30.86149,243.4,2560.32136,457.86,4.423934,125.17,24.488715,114,2.265007
3820138.491,4024921.653,-88.967526,31.370407,237.7,67.50863,153.9,2.175801,42.06,4.342358,24,1.265818
3683960.629,3948176.401,-90.391788,31.142683,436.7,3107.59627,420.94,13.725334,106.7,19.555185,140,3.708695
3674583.032,4364021.96,-89.159714,34.304314,106.8,747.12494,310.23,5.510623,95.89,10.966411,28,1.251001
3715981.597,4427215.514,-88.568,34.657043,85.8,1026.96351,253.52,17.577877,61.4,8.492119,18,2.114534
3568085.746,4317568.6,-90.282457,34.251296,368.2,659.33369,160.34,2.513779,51.3,2.483094,21,4.905403
3680808.886,4097489.569,-89.970442,32.282186,298.9,21305.30727,1311.89,33.57353,240.14,89.968542,390,-6.010875
3709328.973,4116275.867,-89.658604,32.348596,389.6,1248.1402,301.62,2.939489,105.77,8.141617,88,3.555599
3685231.69,4057800.064,-90.053049,31.970483,271.9,818.10282,259.76,4.393056,70.9,6.793135,61,4.148848
3735931.186,4068350.532,-89.572068,31.917528,150.3,84.4891,153.33,1.745097,42.47,4.293067,20,0.076521
3824524.725,3957166.141,-89.134584,30.8522,246.5,508.44098,146.35,3.681927,38.77,8.539427,38,0.688301
3565910.08,4212526.857,-90.642725,33.458948,748.4,2301.15871,296.64,12.575301,83.62,5.616829,159,5.461537
3599634.918,4298491.489,-90.05808,34.020195,267.8,1632.350059,187.1,7.165316,52.13,5.162296,32,4.341592
3566932.518,4375333.629,-90.099988,34.692079,159.5,1144.93225,259.2,5.445489,61.73,12.775076,38,0.694079
3682888.698,4414842.264,-88.909567,34.660484,147.8,869.1498,209.15,6.163043,46.74,5.194731,27,0.802624
3751489.614,4431423.556,-88.234543,34.584891,66.9,395.55043,204.32,7.018444,56.17,6.154759,11,0.399852
3542539.834,4360662.152,-90.373081,34.64864,965.8,142.31772,107.41,4.051861,29.92,13.60769,73,1.209003
3665445.306,4391779.073,-89.147091,34.538048,114.6,1053.05156,305.63,11.075199,66.09,13.903518,27,1.513315
3704335.299,3967511.25,-90.155149,31.237842,232.4,516.74064,154.15,1.316675,47.25,4.444923,28,1.22839
3588209.216,4091372.702,-90.817973,32.476949,431.3,5464.68624,528.23,34.656751,123.91,21.36616,163,2.197535
3553832.973,4187389.039,-90.831874,33.299338,581.9,19839.46753,901.68,46.855368,275.72,16.178412,208,20.165662
3846000.389,4083167.313,-88.561609,31.735809,162.4,464.94797,201.7,5.175098,36.91,6.856268,27,2.358709
3706702.059,4286976.276,-89.130935,33.637387,136.1,496.72576,153.03,3.599103,33.46,5.326168,11,2.156104
3580613.313,3913194.135,-91.410474,31.131867,313,26.12219,91.14,0.769496,26.6,3.937553,23,1.538138
3725938.527,4215149.212,-89.195726,33.046456,276.3,504.30839,256.73,2.870283,65.02,9.475436,42,1.798868
3645142.871,4312198.605,-89.600343,33.997931,294.2,252.38699,154.7,3.748519,38.13,2.677702,30,0.671423
3631477.088,4159346.018,-90.218532,32.88064,446.9,3290.452431,264.66,8.829689,75.89,7.580081,113,6.083441
3105384.878,4918767.89,-92.580608,40.185169,206.5,14506.55717,362.87,3.720359,59.43,35.465682,46,1.31682
2926660.317,4832811.081,-94.726341,40.018919,175.5,288.56014,198.51,8.136186,25.35,20.131916,26,-1.682021
3238126.31,4855887.312,-91.494059,39.305959,147.8,1768.23488,371.08,5.482704,74.86,22.278855,31,-1.107095
3121186.781,4494907.705,-93.926021,36.825293,166.5,741.88507,349.87,6.947796,96.26,19.490594,50,-0.727116
3047066.629,4556682.954,-94.454629,37.507621,102,319.10338,150.67,7.580073,35.32,4.354075,10,-0.297411
3029052.918,4645814.458,-94.336321,38.260423,161.6,424.28272,203.56,4.497566,37.55,9.505717,22,-1.054666
3133392.365,4669100.335,-93.216226,38.159419,233.7,188.77509,300.48,3.654514,74.8,20.635112,40,0.081558
3461238.39,4663270.479,-90.064697,37.174303,145.4,69.77561,151.77,1.87301,34.52,3.058187,15,-0.061719
3180787.222,4788632.534,-92.315646,38.955674,152.5,63331.57203,1475.33,40.958732,220.73,222.956246,235,-6.937578
2925345.734,4801164.182,-94.852158,39.771319,183.3,55487.69526,1245.13,16.873936,272.33,168.710786,134,0.647947
3467232.848,4594945.046,-90.258076,36.639452,138.2,4916.35564,510,12.616282,125.81,26.503388,49,4.147709
2996073.515,4811052.697,-94.092213,39.655046,211.3,42.0288,100.17,2.965095,17.49,3.6156,16,-0.520536
3235023.841,4792967.597,-91.763399,38.831226,204.5,1713.27316,395.31,6.741259,76.16,29.523042,78,-1.726677
3156673.199,4675543.812,-92.963326,38.14508,103.4,2014.75832,514.55,18.07563,119.95,68.452112,42,-3.289276
3481536.34,4717673.94,-89.669083,37.524052,103.2,26364.49903,819.28,23.909677,145.86,95.438183,69,-2.307091
3069290.864,4809547.092,-93.354627,39.437731,81.9,205.128224,151.77,3.501087,33.65,7.01525,6,-0.279996
3007619.695,4705939.79,-94.345887,38.793457,109.1,15713.75165,1015.92,25.935062,159.74,103.540971,96,-8.142252
3093048.176,4600845.286,-93.850953,37.734046,84.5,227.85572,150.25,1.950195,44.73,4.861481,10,0.294579
3169881.889,4534574.897,-93.318549,37.007373,89,7446.93533,717.23,27.179084,117.35,101.163562,65,-5.971894
2974688.813,4746350.389,-94.539371,39.202503,195,81665.488,2242,53.775482,361.83,334.480277,405,-18.03931
2982542.128,4797834.289,-94.277656,39.588211,104.9,732.86143,201.61,6.628328,29.03,15.991858,18,-1.983154
3209474.762,4748605.51,-92.179536,38.563013,191.6,13164.85447,746.06,20.119005,136.06,87.383006,124,-6.068544
3131815.353,4756742.174,-92.919531,38.848075,242,1510.38919,232.91,3.53635,50.8,23.670884,36,-1.420481
3294881.21,4728853.869,-91.416415,38.163231,119.4,385.94012,303.82,9.133276,92.38,10.754381,24,1.400061
3096748.098,4563049.533,-93.94138,37.426599,108.3,32.78697,97.64,1.164473,27.68,2.583602,7,0.158345
3175571.562,4605809.893,-93.020696,37.548731,134.7,135.96802,153.61,6.412232,49.19,5.337609,19,-0.145723
2988736.555,4855851.792,-94.004786,40.028641,146.9,31.56037,98.87,15.197806,34.08,8.644595,10,-0.211598
2966607.196,4833566.685,-94.312608,39.914622,86.5,59.61869,81.39,1.659086,14.88,4.138135,8,-0.695266
3308304.874,4665981.554,-91.516199,37.641556,298.1,1598.81313,200.45,9.009039,57.49,6.899024,39,0.6531
3227499.507,4545362.173,-92.721633,36.935413,214.2,134.658725,150.44,4.310301,47.45,5.320045,24,0.29166
3486122.623,4588464.444,-90.10412,36.535338,96.9,2281.58797,467.81,11.168703,144.95,17.738528,23,4.715102
3305208.467,4755261.346,-91.217846,38.335397,80.3,4872.48072,850.14,27.094517,138.64,92.891145,70,-4.650255
3266094.035,4778749.481,-91.511576,38.630649,71.7,604.94904,248.11,5.038103,33.48,19.132747,9,-2.2196
3166214.037,4547195.515,-93.311991,37.116042,241.5,155893.3853,3180.76,96.778846,733.28,382.624698,602,-11.030249
3086989.472,4683928.06,-93.625603,38.403534,75.6,1601.80764,304.99,2.304357,71.84,9.204846,14,-0.786617
2875770.338,4835172.997,-95.24488,40.17645,0,35.447276,151.99,1.333111,24.83,16.894445,0,-1.157298
3311566.342,4550861.111,-91.892325,36.745978,36.1,1697.98472,409.43,17.00784,110.33,5.940795,12,0.493732
3397285.68,4667358.949,-90.656851,37.393757,183.8,167.78587,202.27,2.349193,46.08,3.661251,16,0.944671
2999172.841,4716353.715,-94.395218,38.898686,499.2,611182.4672,9968.81,254.887349,2398.62,1302.115934,2919,13.891072
3057279.534,4504741.935,-94.522937,37.069722,186.6,27683.43561,1129.6,36.694671,294.86,66.613448,186,-0.760663
3369343.238,4800163.539,-90.426098,38.486427,97.4,40938.90045,2117.48,52.577041,345.87,302.194126,184,-8.779388
3061735.861,4721449.885,-93.746745,38.767795,98.8,6123.22322,431.82,4.512735,84.57,23.284305,45,-3.254033
3192971.394,4634512.08,-92.750459,37.72436,37.3,2729.69174,306.55,13.564987,63.73,8.631747,11,0.352495
3043326.182,4762839.964,-93.785363,39.144118,36.5,529.28879,351,8.250634,58.19,24.1538,10,-2.471633
3135899.547,4518678.55,-93.703755,36.973455,70,2000.4786,355.98,7.27669,94.42,11.996051,22,0.220977
3172877.372,4942437.062,-91.808088,40.167284,60.5,115.53505,198.22,1.178099,38.16,12.072995,5,-1.359937
3306483.574,4831545.065,-90.915948,38.914786,85.1,1033.58994,352.04,9.135815,56.99,34.880797,41,-1.708289
3036528.625,4842316.128,-93.56653,39.787354,94.6,3794.49182,273.13,1.579472,62.54,15.67613,12,-1.507758
3084933.48,4458845.751,-94.398102,36.634934,106.8,201.35598,195.23,10.771271,74.7,6.922672,20,0.039076
3133893.612,4871711.736,-92.472542,39.736201,63.1,395.592968,247.83,10.626848,54.81,15.569742,8,-0.9765
3239940.249,4714945.298,-92.003344,38.215224,119.5,56.43019,148.61,3.51436,37.06,5.984624,9,-0.479606
3229595.595,4903323.341,-91.394844,39.695639,75.7,4888.92951,315.03,3.443863,42.33,35.085947,18,-1.798104
3180532.144,4701783.572,-92.634558,38.282451,47,905.53857,251.55,12.731934,52.06,19.769757,10,-0.422009
3553238.851,4641462.734,-89.282648,36.736061,373.5,1288.945757,180.46,14.683441,57.5,4.48717,42,2.077092
3174370.035,4755543.831,-92.500989,38.717554,145.8,865.65287,188.63,13.050019,62.4,15.679299,19,-1.093488
3168935.165,4854930.684,-92.185143,39.503452,219,27.45644,100.58,0.571322,24.72,8.380577,16,-0.864139
3268287.063,4819611.7,-91.335696,38.937754,62,95.86879,200.75,2.635646,36.84,20.860575,6,-0.642986
3522072.88,4637043.345,-89.589873,36.795903,134,792.094078,211.34,10.792601,65.27,8.003034,19,1.518764
3061815.709,4476047.569,-94.570495,36.830669,22.7,4137.66597,605.87,16.776207,153.91,22.802221,11,-3.630135
2913518.698,4865680.483,-94.744291,40.315847,35.6,2731.921903,247.93,5.616063,51.39,25.865634,7,-1.714073
3368430.62,4550674.066,-91.349973,36.585074,113.3,54.248059,152.13,5.661379,50.28,1.438402,10,-0.188832
3527456.567,4575734.193,-89.763923,36.318419,131.7,1313.098747,317.33,12.425984,78.54,21.105924,17,4.172069
3446550.277,4726475.549,-89.967355,37.695796,0,1984.14448,252.47,3.572827,31.67,14.456857,0,-1.755128
3110798.058,4730960.004,-93.221929,38.705997,86.2,12475.03004,551.78,27.371517,160,41.861621,30,0.708713
3282061.413,4708556.331,-91.615703,38.044544,31.6,6965.54373,480.82,18.408796,82.74,38.460551,12,-0.885115
3260409.733,4883535.931,-91.166978,39.451003,161.7,1264.12042,235.84,3.309252,45.28,8.805023,24,-0.688256
2965543.56,4743232.427,-94.643365,39.202587,150.2,27967.62632,949.69,28.072662,115.17,158.495613,131,-11.318104
3153572.713,4594913.564,-93.273994,37.523741,81.4,201.1437,204.17,3.001612,54.6,8.98474,22,-0.696816
3235866.222,4661000.62,-92.237473,37.809726,70.5,5696.80187,384.11,3.858974,91.32,19.175319,31,-3.389891
3143737.451,4848573.238,-92.461181,39.527936,114.2,2969.34703,290.38,5.784556,57.87,39.445581,24,-0.759662
3021618.731,4771939.961,-93.972501,39.275927,36.1,509.94926,202.65,4.699076,41.38,14.772699,7,-1.18321
3349696.083,4830639.133,-90.498688,38.777341,95.9,216808.6279,3967.17,132.400524,376.62,745.2967,323,-46.843685
3426408.231,4731602.177,-90.13974,37.795024,210.4,364.72156,197.26,12.242057,19.02,34.268811,32,-1.525136
3399578.886,4721902.619,-90.432541,37.801637,115.8,8220.88581,520.05,25.117366,97.57,46.783796,66,-0.50901
3361536.633,4828730.525,-90.391285,38.726893,321,645817.4263,10461.81,367.904585,1264.27,1660.725794,2695,-51.438691
3095967.722,4777626.609,-93.202318,39.112553,57.3,8047.18764,343.83,2.073681,63.15,11.550064,11,-1.498808
3092677.871,4948505.972,-92.59486,40.453656,0,14.27316,52.2,0.179848,15.85,1.133537,0,-0.184507
3515929.762,4645322.051,-89.616707,36.876462,91.3,3590.48428,516.4,21.772819,110.4,46.914481,29,1.043743
3486659.018,4623999.259,-89.969809,36.802405,44.7,2048.99139,410.51,13.61512,92.03,18.466563,11,0.815338
3163467.972,4495877.059,-93.509748,36.721263,73.9,776.8571,307.15,6.781329,53.05,26.875666,21,-1.967013
3057642.673,4904436.749,-93.120101,40.213048,98.8,54.210105,149.86,1.126297,32.69,3.242096,5,-1.059131
3209063.166,4491520.999,-93.081303,36.565554,77.4,2224.517683,511.67,13.825554,158.99,39.241522,37,-2.183987
3270644.242,4637297.766,-91.983554,37.528078,46.4,92.03246,191.79,3.935204,64.58,2.099041,10,0.671817
3045365.781,4597180.814,-94.337153,37.832467,127.6,1582.475333,303.72,7.691075,94.14,16.269788,22,-1.061462
3291196.182,4797922.316,-91.193764,38.703487,57.2,650.88365,248.37,4.510567,36.12,28.343506,17,-1.564036
3341117.761,4732498.998,-90.954902,38.055497,163.2,551.81582,241.56,3.161848,62.95,9.176779,34,1.875185
3424227.181,4645450.133,-90.480782,37.148243,63.4,103.47816,202.46,4.598464,56.68,6.94973,7,0.988647
3215958.512,4564735.733,-92.767551,37.117782,87.7,820.32225,386.44,9.40332,111.71,17.231216,28,-0.819114
3257840.695,4576800.653,-92.319848,37.095991,33.3,204.37509,204.94,5.244278,79.14,3.277434,5,1.469132
3379779.308,4827121.209,-90.221078,38.659155,1058.1,660261.4406,5446.67,157.317176,1196.47,787.942162,2731,57.788435
1307283.79,5060801.782,-112.714473,45.23518,0,480.094842,148.15,1.542398,27.58,6.198102,0,-1.541927
1725472.158,5126185.078,-107.391028,45.209581,89.8,15.943748,200.35,3.115915,124.49,8.49908,9,1.65862
1385177.296,5195686.7,-111.495355,46.332356,0,326.160751,98.89,0.916964,13.76,6.052504,0,-0.604913
1593327.105,5135937.202,-108.999523,45.510737,105.9,226.698036,246.4,3.759422,34.52,58.7644,10,-1.59988
1380481.632,5327406.095,-111.301672,47.499644,67.7,23257.386,644.1,21.043079,102.99,53.136324,46,-4.165805
1817932.336,5283979.11,-105.838581,46.403761,92.8,9516.155593,300.1,22.0668,36.18,27.002296,9,-2.193134
1145130.168,5374632.772,-114.314957,48.195702,45.6,14502.3007,952.88,49.810532,165.15,128.607252,40,-8.359207
1424341.674,5110503.815,-111.160365,45.530311,63.2,38833.12755,1066.6,47.063789,173.39,244.249293,62,-13.515257
1338101.098,5182641.014,-112.118815,46.276648,104.3,84.184571,148.13,2.757078,18.56,25.7481,11,-1.588374
1168052.638,5298092.406,-114.12792,47.49178,85.9,200.787906,399.38,7.881578,105.94,41.901157,22,-0.76294
1317551.583,5240573.37,-112.279299,46.813917,52.7,8667.493912,654.57,11.208043,75.53,115.355618,31,-6.618605
1061500.468,5403714.707,-115.39106,48.53439,62.5,16.145487,148.12,4.468082,36.44,9.499027,11,-0.761375
1126137.646,5235326.435,-114.766038,46.974456,129.8,7.008173,96.99,1.232789,15.1,12.374048,5,-0.208388
1153087.898,5252844.656,-114.390402,47.104401,118.1,44517.13965,990.03,43.572298,141.64,155.16754,123,-5.859639
1485474.575,5074194.156,-110.467402,45.12824,82.2,2036.01176,151.2,10.932135,32.22,27.490465,12,-1.319077
1273310.19,5400532.497,-112.569407,48.282634,0,5.10572,49.88,0.712144,5.11,5.032224,0,-0.319066
1287665.178,5188654.902,-112.752629,46.390054,162.9,16.749135,79.76,0.972878,20.38,15.86588,10,-1.004313
1169837.525,5151530.376,-114.318722,46.186541,49.5,290.785125,459.85,20.450009,100.5,67.845077,19,-2.524847
1138511.224,5292233.108,-114.524175,47.469209,66.8,14.464353,144.96,0.787022,35.21,9.335039,7,-0.623114
1310000.053,5148852.306,-112.534799,46.011592,77.4,18393.45508,397.77,13.867888,43.15,126.80443,23,-0.783842
1609057.01,5192804.614,-108.675325,45.982192,107.9,77361.66109,1625.39,29.960956,240.5,252.44903,145,-12.798698
2590945.341,4795373.995,-98.389292,40.588716,23,10576.77141,444.27,5.030223,76.91,109.24843,6,-2.940448
2566369.749,4964384.02,-98.097562,42.032141,0,190.338523,149.22,7.256416,17.63,20.536344,0,-1.352387
2528659.835,4791401.557,-99.073318,40.706364,12.1,17179.57471,546.94,16.200084,100.48,138.146518,5,-4.819476
2787080.893,4908907.644,-95.913811,41.005389,36.5,565.40394,296.27,8.865152,37.53,87.469114,8,-3.802171
2610136.761,5062676.347,-97.272932,42.718589,0,22.9912,98.13,9.491143,10.92,10.876217,0,-1.468698
2304279.78,4939365.078,-101.093394,42.456002,0,6.969804,97.86,0.542917,11.59,34.372584,0,-1.2095
2623170.173,4788309.068,-98.066663,40.451886,0,22.517608,97.87,1.553694,17.62,19.187107,0,-0.871143
2667828.932,4935844.186,-97.093083,41.538696,72.1,267.860569,136.23,5.084168,28.39,34.703654,6,-1.008335
2694985.214,4979998.012,-96.644805,41.824012,0,61.00113,150.11,10.907342,20.99,28.159324,0,-1.439025
2432319.237,4840572.793,-99.971208,41.339535,89.3,280.720694,200.9,1.812553,29.69,17.60868,8,-2.108416
2690125.761,5059370.086,-96.409994,42.47687,50.8,5334.64101,198.24,4.8483,46.99,33.603923,8,-0.213213
2137110.594,4936542.684,-103.005304,42.796896,0,222.871505,101.97,4.171627,20.02,11.912172,0,-1.394947
2648290.746,5059519.586,-96.865797,42.591199,0,24.742449,97.78,2.816979,11.41,14.630034,0,-0.899715
2721929.193,4941878.73,-96.490577,41.444838,29.9,15350.65001,458.15,21.496112,92.45,59.682738,9,-2.000871
2774428.425,4933162.004,-95.961526,41.234012,72.2,634056.186,7859.86,143.903266,1568.48,1327.135635,335,-23.890886
2651719.138,4805517.811,-97.705752,40.521342,0,19.175586,100.23,5.566885,12.03,10.692516,0,-1.242994
2558655.669,4727387.564,-98.949265,40.108342,0,10.681665,100.9,4.770021,9.98,16.058338,0,-1.089405
2583643.575,4832807.437,-98.347232,40.913089,59,22106.52378,695.85,18.68434,162.05,126.480889,29,-1.111109
2614436.864,4835858.946,-98.005597,40.861785,0,214.319096,152.51,3.845248,17.75,38.300616,0,-1.856433
2549949.753,4859662.094,-98.624897,41.215892,0,23.208087,99.02,1.522568,11.93,16.002225,0,-1.222854
2585187.636,5029849.267,-97.664225,42.517466,0,24.750046,151.44,3.950889,21.77,21.614665,0,-1.484255
2733613.388,4869650.97,-96.618164,40.831587,38.7,281187.2192,3531.99,107.375921,548.88,784.422628,103,-24.087716
2625262.255,4984342.231,-97.385281,42.043086,31.6,12302.24349,454.83,60.764077,80.93,80.351849,9,-2.870696
2817945.437,4840439.246,-95.829756,40.373896,0,140.528663,99.97,6.911111,13.09,27.200369,0,-0.711155
2634014.826,4758450.233,-98.046868,40.18136,0,109.43243,100.69,0.58672,13.47,9.261125,0,-1.052242
